DFC_ANIO_PK;DFC_DESCRIPCION_MES;CODIGO_OPERA_FAMILIA;DESCRIPCION_FAMILIA;DESCRIPCION_PROVINCIA;TOTAL 
2017;07 Julio;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";IMBABURA;101
2017;12 Diciembre;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;IMBABURA;19
2017;08 Agosto;X;BAJO RELACION DE DEPENDENCIA SECTOR PUBLICO;PICHINCHA;5
2017;06 Junio;C;INDUSTRIAS MANUFACTURERAS.;IMBABURA;23
2017;06 Junio;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;IMBABURA;27
2017;07 Julio;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;IMBABURA;37
2017;01 Enero;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;LOJA;96
2017;12 Diciembre;L;ACTIVIDADES INMOBILIARIAS.;LOJA;13
2017;02 Febrero;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;SUCUMBIOS;23
2017;07 Julio;W;BAJO RELACION DE DEPENDENCIA SECTOR PRIVADO;IMBABURA;1
2017;01 Enero;P;ENSEÑANZA.;IMBABURA;37
2017;11 Noviembre;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;LOJA;31
2017;07 Julio;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;ZAMORA CHINCHIPE;21
2017;03 Marzo;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;SUCUMBIOS;27
2017;07 Julio;W;BAJO RELACION DE DEPENDENCIA SECTOR PRIVADO;PICHINCHA;13
2017;07 Julio;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;MANABI;23
2017;01 Enero;J;INFORMACIÓN Y COMUNICACIÓN.;IMBABURA;3
2017;10 Octubre;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;MANABI;69
2017;07 Julio;C;INDUSTRIAS MANUFACTURERAS.;MANABI;68
2017;04 Abril;S;OTRAS ACTIVIDADES DE SERVICIOS.;MANABI;32
2017;07 Julio;H;TRANSPORTE Y ALMACENAMIENTO.;MANABI;47
2017;02 Febrero;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;MANABI;48
2017;02 Febrero;L;ACTIVIDADES INMOBILIARIAS.;MANABI;22
2017;04 Abril;P;ENSEÑANZA.;MANABI;28
2017;09 Septiembre;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;PICHINCHA;46
2017;05 Mayo;P;ENSEÑANZA.;MANABI;49
2017;09 Septiembre;S;OTRAS ACTIVIDADES DE SERVICIOS.;MANABI;29
2017;03 Marzo;P;ENSEÑANZA.;ORELLANA;6
2017;08 Agosto;F;CONSTRUCCIÓN.;LOS RIOS;13
2017;02 Febrero;L;ACTIVIDADES INMOBILIARIAS.;LOS RIOS;10
2017;03 Marzo;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;LOS RIOS;49
2017;10 Octubre;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;LOS RIOS;15
2017;12 Diciembre;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;LOS RIOS;23
2017;06 Junio;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;LOS RIOS;4
2017;12 Diciembre;H;TRANSPORTE Y ALMACENAMIENTO.;LOS RIOS;26
2017;10 Octubre;L;ACTIVIDADES INMOBILIARIAS.;MANABI;22
2017;09 Septiembre;L;ACTIVIDADES INMOBILIARIAS.;MANABI;17
2017;12 Diciembre;P;ENSEÑANZA.;MANABI;39
2017;03 Marzo;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";MANABI;35
2017;01 Enero;J;INFORMACIÓN Y COMUNICACIÓN.;LOS RIOS;8
2017;11 Noviembre;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;MANABI;76
2017;12 Diciembre;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;MANABI;93
2017;05 Mayo;L;ACTIVIDADES INMOBILIARIAS.;MANABI;13
2017;02 Febrero;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;MANABI;11
2017;12 Diciembre;S;OTRAS ACTIVIDADES DE SERVICIOS.;CAÑAR;20
2017;10 Octubre;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;GALAPAGOS;4
2017;08 Agosto;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;SUCUMBIOS;32
2017;06 Junio;J;INFORMACIÓN Y COMUNICACIÓN.;LOJA;9
2017;08 Agosto;S;OTRAS ACTIVIDADES DE SERVICIOS.;MANABI;27
2017;01 Enero;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;PASTAZA;3
2017;05 Mayo;J;INFORMACIÓN Y COMUNICACIÓN.;TUNGURAHUA;5
2017;06 Junio;S;OTRAS ACTIVIDADES DE SERVICIOS.;TUNGURAHUA;82
2017;09 Septiembre;L;ACTIVIDADES INMOBILIARIAS.;PASTAZA;5
2017;03 Marzo;F;CONSTRUCCIÓN.;MORONA SANTIAGO;47
2017;02 Febrero;F;CONSTRUCCIÓN.;MORONA SANTIAGO;14
2017;02 Febrero;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;CHIMBORAZO;13
2017;10 Octubre;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;PASTAZA;8
2017;12 Diciembre;H;TRANSPORTE Y ALMACENAMIENTO.;NAPO;5
2017;01 Enero;C;INDUSTRIAS MANUFACTURERAS.;PASTAZA;6
2017;01 Enero;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";PASTAZA;29
2017;12 Diciembre;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;NAPO;12
2017;04 Abril;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;PICHINCHA;33
2017;10 Octubre;F;CONSTRUCCIÓN.;NAPO;9
2017;11 Noviembre;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";NAPO;3
2017;08 Agosto;L;ACTIVIDADES INMOBILIARIAS.;PASTAZA;7
2017;07 Julio;O;"ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.";SANTO DOMINGO DE LOS TSACHILAS;1
2017;04 Abril;S;OTRAS ACTIVIDADES DE SERVICIOS.;TUNGURAHUA;101
2017;07 Julio;F;CONSTRUCCIÓN.;PASTAZA;12
2017;01 Enero;X;BAJO RELACION DE DEPENDENCIA SECTOR PUBLICO;MANABI;1
2017;06 Junio;H;TRANSPORTE Y ALMACENAMIENTO.;SANTA ELENA;3
2017;04 Abril;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;MANABI;16
2017;09 Septiembre;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;MORONA SANTIAGO;11
2017;07 Julio;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;MORONA SANTIAGO;9
2017;03 Marzo;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;SANTA ELENA;29
2017;07 Julio;X;BAJO RELACION DE DEPENDENCIA SECTOR PUBLICO;MANABI;1
2017;07 Julio;J;INFORMACIÓN Y COMUNICACIÓN.;PICHINCHA;29
2017;01 Enero;S;OTRAS ACTIVIDADES DE SERVICIOS.;PASTAZA;21
2017;08 Agosto;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;ORELLANA;12
2017;11 Noviembre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";NAPO;26
2017;08 Agosto;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;PASTAZA;10
2017;03 Marzo;F;CONSTRUCCIÓN.;PASTAZA;25
2017;11 Noviembre;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;NAPO;15
2017;07 Julio;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;SUCUMBIOS;13
2017;10 Octubre;C;INDUSTRIAS MANUFACTURERAS.;MORONA SANTIAGO;5
2017;01 Enero;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;NAPO;16
2017;06 Junio;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;SANTO DOMINGO DE LOS TSACHILAS;26
2017;07 Julio;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;MORONA SANTIAGO;26
2017;07 Julio;S;OTRAS ACTIVIDADES DE SERVICIOS.;COTOPAXI;52
2017;03 Marzo;O;"ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.";PICHINCHA;10
2017;07 Julio;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;AZUAY;7
2017;01 Enero;V;SIN ACTIVIDAD ECONOMICA - CIIU;PICHINCHA;2
2017;12 Diciembre;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;MANABI;30
2017;05 Mayo;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;LOS RIOS;3
2017;03 Marzo;S;OTRAS ACTIVIDADES DE SERVICIOS.;SANTO DOMINGO DE LOS TSACHILAS;37
2017;08 Agosto;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";PICHINCHA;10
2017;02 Febrero;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";ZAMORA CHINCHIPE;14
2017;10 Octubre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";ORELLANA;31
2017;04 Abril;J;INFORMACIÓN Y COMUNICACIÓN.;SANTO DOMINGO DE LOS TSACHILAS;6
2017;02 Febrero;L;ACTIVIDADES INMOBILIARIAS.;CHIMBORAZO;7
2017;08 Agosto;C;INDUSTRIAS MANUFACTURERAS.;SANTO DOMINGO DE LOS TSACHILAS;20
2017;02 Febrero;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;SANTO DOMINGO DE LOS TSACHILAS;12
2017;03 Marzo;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";CHIMBORAZO;17
2017;09 Septiembre;S;OTRAS ACTIVIDADES DE SERVICIOS.;SANTO DOMINGO DE LOS TSACHILAS;25
2017;08 Agosto;P;ENSEÑANZA.;EL ORO;15
2017;05 Mayo;V;SIN ACTIVIDAD ECONOMICA - CIIU;PICHINCHA;3
2017;07 Julio;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;SANTO DOMINGO DE LOS TSACHILAS;11
2017;06 Junio;C;INDUSTRIAS MANUFACTURERAS.;ORELLANA;7
2017;10 Octubre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";TUNGURAHUA;111
2017;03 Marzo;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;SANTO DOMINGO DE LOS TSACHILAS;36
2017;08 Agosto;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;MORONA SANTIAGO;1
2017;09 Septiembre;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;SANTO DOMINGO DE LOS TSACHILAS;15
2017;11 Noviembre;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;SANTO DOMINGO DE LOS TSACHILAS;16
2017;02 Febrero;J;INFORMACIÓN Y COMUNICACIÓN.;SANTO DOMINGO DE LOS TSACHILAS;3
2017;03 Marzo;P;ENSEÑANZA.;PASTAZA;5
2017;08 Agosto;P;ENSEÑANZA.;NAPO;3
2017;08 Agosto;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;CHIMBORAZO;70
2017;10 Octubre;C;INDUSTRIAS MANUFACTURERAS.;TUNGURAHUA;30
2017;12 Diciembre;P;ENSEÑANZA.;TUNGURAHUA;26
2017;12 Diciembre;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;TUNGURAHUA;30
2017;04 Abril;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;TUNGURAHUA;3
2017;03 Marzo;X;BAJO RELACION DE DEPENDENCIA SECTOR PUBLICO;TUNGURAHUA;3
2017;11 Noviembre;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;TUNGURAHUA;17
2017;02 Febrero;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;TUNGURAHUA;4
2017;03 Marzo;S;OTRAS ACTIVIDADES DE SERVICIOS.;ZAMORA CHINCHIPE;14
2017;06 Junio;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";ORELLANA;2
2017;05 Mayo;S;OTRAS ACTIVIDADES DE SERVICIOS.;LOS RIOS;42
2017;05 Mayo;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;SUCUMBIOS;32
2017;01 Enero;F;CONSTRUCCIÓN.;ZAMORA CHINCHIPE;8
2017;03 Marzo;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;ZAMORA CHINCHIPE;4
2017;08 Agosto;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;GALAPAGOS;6
2017;04 Abril;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;BOLIVAR;3
2017;11 Noviembre;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;ORELLANA;11
2017;07 Julio;S;OTRAS ACTIVIDADES DE SERVICIOS.;SUCUMBIOS;9
2017;09 Septiembre;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;CAÑAR;15
2017;11 Noviembre;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS.;PICHINCHA;17
2017;07 Julio;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;SANTA ELENA;11
2017;10 Octubre;F;CONSTRUCCIÓN.;AZUAY;21
2017;07 Julio;J;INFORMACIÓN Y COMUNICACIÓN.;COTOPAXI;3
2017;10 Octubre;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;ORELLANA;6
2017;12 Diciembre;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;ZAMORA CHINCHIPE;7
2017;01 Enero;S;OTRAS ACTIVIDADES DE SERVICIOS.;ZAMORA CHINCHIPE;6
2017;07 Julio;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;ZAMORA CHINCHIPE;6
2017;10 Octubre;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;TUNGURAHUA;11
2017;01 Enero;C;INDUSTRIAS MANUFACTURERAS.;GALAPAGOS;2
2017;08 Agosto;C;INDUSTRIAS MANUFACTURERAS.;GALAPAGOS;1
2017;11 Noviembre;C;INDUSTRIAS MANUFACTURERAS.;ORELLANA;11
2017;05 Mayo;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;TUNGURAHUA;8
2017;10 Octubre;F;CONSTRUCCIÓN.;TUNGURAHUA;15
2017;06 Junio;L;ACTIVIDADES INMOBILIARIAS.;MORONA SANTIAGO;3
2017;07 Julio;H;TRANSPORTE Y ALMACENAMIENTO.;GALAPAGOS;6
2017;06 Junio;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;COTOPAXI;7
2017;10 Octubre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";ZAMORA CHINCHIPE;20
2017;04 Abril;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;AZUAY;8
2017;04 Abril;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;BOLIVAR;22
2017;02 Febrero;C;INDUSTRIAS MANUFACTURERAS.;ESMERALDAS;7
2017;03 Marzo;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";LOJA;8
2017;08 Agosto;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";CHIMBORAZO;9
2017;08 Agosto;C;INDUSTRIAS MANUFACTURERAS.;CAÑAR;9
2017;10 Octubre;X;BAJO RELACION DE DEPENDENCIA SECTOR PUBLICO;PICHINCHA;2
2017;01 Enero;H;TRANSPORTE Y ALMACENAMIENTO.;ORELLANA;2
2017;02 Febrero;L;ACTIVIDADES INMOBILIARIAS.;MORONA SANTIAGO;4
2017;02 Febrero;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;NAPO;7
2017;06 Junio;J;INFORMACIÓN Y COMUNICACIÓN.;SANTO DOMINGO DE LOS TSACHILAS;5
2017;08 Agosto;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;TUNGURAHUA;12
2017;04 Abril;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;SANTA ELENA;5
2017;04 Abril;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;SUCUMBIOS;1
2017;05 Mayo;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";LOJA;16
2017;08 Agosto;F;CONSTRUCCIÓN.;AZUAY;18
2017;12 Diciembre;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;BOLIVAR;1
2017;08 Agosto;H;TRANSPORTE Y ALMACENAMIENTO.;ORELLANA;3
2017;04 Abril;P;ENSEÑANZA.;PASTAZA;7
2017;01 Enero;J;INFORMACIÓN Y COMUNICACIÓN.;SANTO DOMINGO DE LOS TSACHILAS;4
2017;11 Noviembre;S;OTRAS ACTIVIDADES DE SERVICIOS.;CARCHI;25
2017;11 Noviembre;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;CHIMBORAZO;4
2017;12 Diciembre;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS.;SANTO DOMINGO DE LOS TSACHILAS;1
2017;05 Mayo;C;INDUSTRIAS MANUFACTURERAS.;ESMERALDAS;9
2017;02 Febrero;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;LOJA;9
2017;04 Abril;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;PASTAZA;5
2017;04 Abril;O;"ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.";MANABI;3
2017;04 Abril;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;CAÑAR;1
2017;09 Septiembre;S;OTRAS ACTIVIDADES DE SERVICIOS.;LOS RIOS;24
2017;04 Abril;P;ENSEÑANZA.;TUNGURAHUA;20
2017;08 Agosto;L;ACTIVIDADES INMOBILIARIAS.;MORONA SANTIAGO;7
2017;03 Marzo;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;CARCHI;9
2017;04 Abril;D;SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO.;NAPO;1
2017;10 Octubre;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;CAÑAR;11
2017;02 Febrero;L;ACTIVIDADES INMOBILIARIAS.;SANTO DOMINGO DE LOS TSACHILAS;4
2017;03 Marzo;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;GALAPAGOS;6
2017;05 Mayo;F;CONSTRUCCIÓN.;NAPO;12
2017;07 Julio;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;COTOPAXI;4
2017;11 Noviembre;W;BAJO RELACION DE DEPENDENCIA SECTOR PRIVADO;ESMERALDAS;2179
2017;10 Octubre;J;INFORMACIÓN Y COMUNICACIÓN.;MANABI;12
2017;10 Octubre;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;ESMERALDAS;11
2017;02 Febrero;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;LOS RIOS;2
2017;01 Enero;F;CONSTRUCCIÓN.;LOJA;24
2017;11 Noviembre;J;INFORMACIÓN Y COMUNICACIÓN.;CHIMBORAZO;4
2017;05 Mayo;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";GALAPAGOS;4
2017;12 Diciembre;L;ACTIVIDADES INMOBILIARIAS.;CARCHI;5
2017;07 Julio;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";LOJA;12
2017;07 Julio;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;PASTAZA;5
2017;06 Junio;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;ZAMORA CHINCHIPE;7
2017;03 Marzo;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;PASTAZA;17
2017;04 Abril;H;TRANSPORTE Y ALMACENAMIENTO.;NAPO;4
2017;07 Julio;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;ZAMORA CHINCHIPE;3
2017;05 Mayo;S;OTRAS ACTIVIDADES DE SERVICIOS.;ZAMORA CHINCHIPE;39
2017;10 Octubre;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;MANABI;19
2017;01 Enero;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;SANTA ELENA;9
2017;10 Octubre;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;CARCHI;2
2017;12 Diciembre;J;INFORMACIÓN Y COMUNICACIÓN.;EL ORO;4
2017;12 Diciembre;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;NAPO;10
2017;09 Septiembre;F;CONSTRUCCIÓN.;ZAMORA CHINCHIPE;15
2017;12 Diciembre;H;TRANSPORTE Y ALMACENAMIENTO.;BOLIVAR;4
2017;04 Abril;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;SUCUMBIOS;17
2017;10 Octubre;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;EL ORO;19
2017;05 Mayo;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";MANABI;11
2017;09 Septiembre;J;INFORMACIÓN Y COMUNICACIÓN.;AZUAY;4
2017;07 Julio;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;SANTA ELENA;9
2017;02 Febrero;L;ACTIVIDADES INMOBILIARIAS.;PASTAZA;3
2017;01 Enero;C;INDUSTRIAS MANUFACTURERAS.;ORELLANA;3
2017;04 Abril;L;ACTIVIDADES INMOBILIARIAS.;ORELLANA;3
2017;12 Diciembre;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;MORONA SANTIAGO;1
2017;08 Agosto;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;MORONA SANTIAGO;3
2017;10 Octubre;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";MORONA SANTIAGO;1
2017;02 Febrero;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";ESMERALDAS;4
2017;04 Abril;S;OTRAS ACTIVIDADES DE SERVICIOS.;ESMERALDAS;30
2017;09 Septiembre;D;SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO.;MANABI;1
2017;10 Octubre;J;INFORMACIÓN Y COMUNICACIÓN.;BOLIVAR;2
2017;09 Septiembre;H;TRANSPORTE Y ALMACENAMIENTO.;GALAPAGOS;4
2017;02 Febrero;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;EL ORO;7
2017;09 Septiembre;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";EL ORO;5
2017;01 Enero;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;LOJA;6
2017;10 Octubre;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;TUNGURAHUA;1
2017;11 Noviembre;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";PASTAZA;2
2017;03 Marzo;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS.;CHIMBORAZO;2
2017;10 Octubre;H;TRANSPORTE Y ALMACENAMIENTO.;GALAPAGOS;4
2017;11 Noviembre;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;EL ORO;16
2017;05 Mayo;O;"ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.";AZUAY;1
2017;08 Agosto;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;TUNGURAHUA;10
